quantity_level,quantity_evidence,clutter_level,clutter_evidence,image_name
medium,"Three people are clearly distinguishable as separate visual entities.;Multiple distinct objects on the floor: two board game boxes (Jungle Speed, Trivial Pursuit), a red gift bag, a snack bag, a soda can, a plastic bottle, and scattered cards.;Furniture includes a bookshelf with visible books (approx. 15–20 spines), a small coffee table, a sofa, and two potted plants.;Wall decor includes one framed picture and patterned wallpaper (but wallpaper pattern is background texture, not counted as discrete objects).;Total visually separable objects (people, furniture pieces, floor items, plants, shelf contents) number in the 20–30 range — more than few, but not densely packed across the entire scene.",medium,"Objects on the floor are grouped in a central area (games, snacks, drinks), creating moderate spatial density there, with some overlap (e.g., snack bag partially covering game box).;The bookshelf contains many tightly packed books, producing local high density, but it occupies a bounded region and does not dominate the whole field of view.;People are seated with limbs and objects intermingling (e.g., man’s legs near game boxes, woman’s phone held near lap), causing mild occlusion and competing focal points.;However, large areas of floor and wall remain relatively empty; objects are not uniformly distributed nor heavily interleaved across the entire image, preventing high clutter.",IS1/co3/IS_I_C03_D08.jpg
high,"Multiple distinct objects are visible: a vase with roses, a wine bottle, a beige teddy bear, a black stuffed animal, a framed photograph, a color checker chart, a ball of yarn, a white teacup with saucer and plate, a folded shirt collar, a wooden coaster, a bundle of straw, a newspaper section, and a fruit arrangement including bananas, pears, oranges, lemons, and apples — totaling >15 clearly separable visual entities.",high,"Objects are densely packed across the tabletop with minimal negative space; many items overlap or abut closely (e.g., fruit pile against bottle and bear, teacup on stacked plates near yarn and shirt, photo frame adjacent to black plush toy), creating spatial crowding.;Multiple competing focal regions exist: left-side floral/fruit cluster, center tea set/yarn/color chart, right-side plush/photo/shirt — making rapid perceptual grouping difficult.;Partial occlusions occur (e.g., newspaper partially under fruit and straw, shirt collar overlapping coaster), increasing difficulty in segmenting individual elements at a glance.",IS1/co4/IS_I_C04_D03.jpg
high,"Multiple distinct objects are clearly visible: vase with flowers, wine bottle, teddy bear, black plush animal, framed photo, fruit cluster (bananas, pears, oranges, apples), teacup with saucers, yarn balls, color checker chart, folded shirt collar with cufflink, wooden coaster, newspaper fragment, and straw bundle — totaling >12 separable visual entities.",high,"Objects are densely packed across the tabletop with minimal negative space; many items overlap or abut closely (e.g., fruit pile touches bottle and bear, teacup sits on stacked saucers adjacent to yarn and shirt, photo frame leans against black plush animal), creating visual interleaving and competing focal points (flowers, bear, photo, color chart all draw attention simultaneously).",IS1/co4/IS_I_C04_D05.jpg
high,"Multiple distinct objects: vase with roses, wine bottle, teddy bear (beige), black stuffed animal, framed photo, teacup with saucers, yarn ball, folded shirt/collar, wooden coaster, newspaper fragment, fruit cluster (bananas, pears, oranges, apples), color checker chart, and background landscape print — all visually separable as individual entities.;The fruit cluster alone contains ≥6 distinguishable fruits; the table setting includes ≥5 discrete items (cup, saucers, napkin, yarn, coaster); plus ≥7 additional foreground/midground objects — total clearly exceeds 15 visually distinct elements.",high,"Objects are densely packed across the tabletop with minimal negative space between them — e.g., fruit pile abuts wine bottle, which touches teddy bear; teacup sits near yarn, shirt, and coaster in tight proximity.;Occlusion occurs: the newspaper is partially covered by fruit and straw; the black stuffed animal partially overlaps the framed photo’s base; the color chart leans against background, partially obscured by other items.;Multiple strong focal regions compete for attention: left-side floral/fruit group, center teacup/yarn/chart, right-side photo/stuffed animal — no clear visual hierarchy or separation, making rapid perceptual grouping difficult.",IS1/co4/IS_I_C04_D04.jpg
high,"Multiple distinct objects are visible: vase with roses, wine bottle, beige teddy bear, black plush bear, framed photo, color checker chart, two balls of yarn, teacup with saucer and plate, folded shirt collar, wooden coaster, newspaper fragment, bundle of straw, and a fruit arrangement containing bananas, oranges, pears, lemons, and apples — totaling >15 clearly separable visual entities.",high,"Objects are densely packed across the tabletop with minimal negative space; many items overlap or abut closely (e.g., fruit pile touches teddy bear and bottle; yarn sits beside cup and shirt; photo leans against black bear; straw bundle lies over newspaper).;Multiple competing focal regions exist: left-side floral/fruit group, center tea set/yarn, right-side photo/bear/shirt — making rapid perceptual grouping difficult.;Occlusion is present: the black bear partially hides the background print; the newspaper is partially covered by straw and fruit; the cup obscures part of the saucer stack.",IS1/co4/IS_I_C04_D07.jpg
high,"Multiple distinct objects: vase with roses, wine bottle, teddy bear, black plush bear, framed photo, fruit cluster (bananas, oranges, pears, apple), yarn ball, teacup with saucers, folded shirt, cufflink/bracelet, wooden coaster, newspaper fragment, color checker chart, and background landscape print — all visually separable as individual entities.",high,"Objects are densely packed on the table surface with minimal negative space; many items overlap or abut closely (e.g., fruit pile touches teddy bear and bottle; teacup sits atop stacked saucers near yarn and shirt; framed photo partially occludes black bear; newspaper fragment interleaved under fruit and straw).;Multiple competing visual anchors (flowers, bears, photo, color chart, fruit) draw attention simultaneously, making rapid perceptual grouping difficult.;Layering is evident: foreground objects (teacup, fruit) partially obscure midground elements (newspaper, yarn), and background print is visible only in upper right, contributing to depth-induced segmentation difficulty.",IS1/co4/IS_I_C04_D06.jpg
high,"Multiple distinct objects: vase with roses, wine bottle, teddy bear (beige), black plush bear, framed photo, color checker chart, two fruit clusters (bananas, pears, oranges, apples), orange, apple, yarn skeins (2), teacup with saucer and spoon, stacked plates, folded shirt with cufflink, patterned napkin, wooden coaster, newspaper fragment, straw bundle — totaling >15 clearly separable visual entities.",high,"Objects are densely packed across the table surface with minimal negative space; many items overlap or abut directly (e.g., fruit cluster touches bottle and bear; teacup sits on plates that rest on newspaper; napkin and shirt partially cover other items); multiple competing focal points (roses, bears, photo, color chart) draw attention simultaneously; perceptual grouping is difficult due to interleaving of shapes, textures, and scales without clear spatial partitioning.",IS1/co4/IS_I_C04_D09.jpg
high,"Multiple distinct objects are visible: a vase with red roses and greenery, a wine bottle, a beige teddy bear, a black teddy bear, a framed photograph, a color checker chart, a ball of yarn, a teacup with saucer and plate, a folded white shirt collar, a wooden coaster, a bundle of straw, a newspaper clipping, and a fruit arrangement including bananas, pears, oranges, apples, and lemons — totaling >15 clearly separable visual entities.",high,"Objects are densely packed across the tabletop with minimal negative space; many items overlap or abut closely (e.g., fruit pile touches teddy bear and wine bottle; yarn sits beside teacup and shirt; color chart partially occludes background foliage; framed photo overlaps black bear).;Multiple competing focal regions exist: left-side floral/fruit cluster, center teacup/yarn/chart group, right-side bear/photo/shirt group — making rapid perceptual segmentation difficult.;Layering is evident: newspaper under fruit, straw on top of newspaper, cup on stacked plates, shirt draped over yarn — increasing visual interleaving.",IS1/co4/IS_I_C04_D08.jpg
high,"Multiple distinct objects are visible: vase with red roses and green foliage, wine bottle, teddy bear with bow, black plush bear, framed photograph, color checker chart, apple, orange, banana, pear, lemon, newspaper, teacup with saucer and spoon, yarn ball, folded white shirt, rolled fabric item with cufflink, wooden coaster, and straw bundle — totaling >15 clearly separable visual entities.",high,"Objects are densely packed across the table surface with minimal empty space; many items overlap or abut (e.g., fruit pile partially covers newspaper, teddy bear sits beside wine bottle and orange, teacup stack rests on saucer near yarn and shirt), creating spatial interleaving; multiple strong focal points (roses, teddy bear, photo, color chart) compete for attention simultaneously; perceptual grouping is difficult at a glance due to lack of clear spatial separation.",IS1/co4/IS_I_C04_D10.jpg
high,"Multiple distinct objects are visible: a vase with roses, a wine bottle, a bouquet of fruits (bananas, lemons, pears, oranges), a beige teddy bear, a black plush bear, a color checker chart, a framed photograph, a white teacup with saucer and plate, a ball of yarn, a folded shirt collar with cufflinks, a wooden coaster, a newspaper fragment, and decorative straw—totaling >15 visually separable entities.",high,"Objects are densely packed across the table surface with minimal negative space; many items overlap or abut closely (e.g., fruit pile against bottle and bear, cup stack partially occluding newspaper, yarn near apple and bear), creating interleaved boundaries; multiple high-contrast elements (red roses, black bear, colorful chart, photo) compete for attention without clear spatial grouping.",IS1/co4/IS_I_C04_D12.jpg
high,"Multiple distinct objects are visible: a vase with roses, a wine bottle, a beige teddy bear, a black plush bear, a framed photograph, a color checker chart, a ball of yarn, a white shirt collar, a teacup with saucer and spoon, a wooden coaster, a newspaper clipping, and a fruit arrangement (bananas, pears, oranges, apples, lemons).;The fruit arrangement alone contains at least 8–10 individual fruits, each visually separable.;Additional small items include raffia strands, napkin rings, and patterned fabric elements—each contributing to the count of distinguishable visual entities.",high,"Objects are densely packed across the tabletop with minimal negative space; many items touch or nearly overlap (e.g., fruit pile against wine bottle, teddy bear adjacent to orange and apple, teacup near yarn and shirt).;Occlusion occurs: the newspaper is partially covered by raffia and fruit; the black bear partially obscures the background image; the color chart overlaps the backdrop edge.;Multiple strong focal regions compete for attention: the red roses, the bright color chart, the smiling face in the photo, the teacup set, and the fruit cluster—all simultaneously salient and spatially intermingled.;Perceptual grouping is difficult at a glance due to heterogeneous object types, sizes, and orientations crammed into a confined foreground plane.",IS1/co4/IS_I_C04_D11.jpg
high,"Multiple distinct objects: vase with roses, wine bottle, teddy bear, black plush bear, framed photo, teacup with saucers, yarn ball, folded shirt, napkin ring, wooden coaster, color checker chart, newspaper, fruit cluster (bananas, pears, oranges, apple), and straw bundle — totaling >15 clearly separable visual entities.",high,"Objects are densely packed across the tabletop with minimal negative space; several items overlap or abut closely (e.g., fruit pile touches teddy bear and bottle; teacup stack sits near yarn and shirt; framed photo partially occludes black bear; newspaper underlies multiple items).;Multiple competing focal regions: left (flowers/fruit), center (bear/color chart/teacup), right (photo/black bear/shirt), making rapid perceptual grouping difficult.;Layering is evident: newspaper beneath objects, straw bundle draped over fruit, napkin ring on folded cloth — increasing spatial interleaving and reducing visual separation.",IS1/co4/IS_I_C04_D13.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculptural object (geometric, segmented, snow-covered);One birch tree with visible trunk and sparse branches;A stacked stone feature partially covered in snow;A building facade with multiple windows (each window frame + glass reflection forms a distinct visual element);Snowdrifts forming several mounded shapes on ground",low,"Major elements are well separated spatially: people centered, sculpture to right, tree to left, stone pile left-midground, building as continuous backdrop;No significant occlusion between primary objects; each retains clear silhouette and boundaries;Large areas of unoccupied snow provide negative space between objects;The sculpture, though complex in surface geometry, is a single cohesive visual entity and does not interleave with other objects;Windows reflect trees but do not create overlapping foreground-background confusion",IS1/co5/IS_I_C05_D01.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculptural object (geometric, segmented, snow-covered);One birch tree with visible trunk and sparse branches;A pile of snow-dusted rocks to the left;A modern building with multiple windows and distinct architectural planes;Several snow mounds and ground snow patches forming separate visual masses",low,"Foreground elements (two people, sculpture) are well-separated spatially with clear gaps between them;Background building is a single coherent structure without overlapping components obscuring each other;No significant occlusion among major objects: people stand in front of building but do not obscure its main features; sculpture floats above without intersecting figures;Snow-covered ground provides uniform negative space that enhances separation of objects;Visual attention can be directed sequentially to each major element without perceptual interference",IS1/co5/IS_I_C05_D03.jpg
high,"Multiple distinct objects are clearly visible: a vase with roses, a wine bottle, a bouquet of fruit (bananas, pears, oranges, apples), a beige teddy bear, a black plush bear, a color checker chart, a ball of yarn, a teacup with saucer and plate stack, a folded shirt collar with cufflinks, a framed photo, a wooden coaster, a newspaper clipping, and decorative straw—totaling >15 separable visual entities.",high,"Objects are densely packed across the tabletop with minimal negative space; many items overlap or abut directly (e.g., fruit pile against bottle and bear, teacup on stacked plates near yarn and shirt, photo frame adjacent to black bear), creating spatial interleaving.;Multiple competing focal regions: left-side floral/fruit cluster, center teddy bear/color chart, right-side black bear/photo—each drawing attention simultaneously, hindering rapid perceptual grouping.;Occlusion occurs: the newspaper is partially covered by fruit and straw; the shirt collar overlaps the cufflink and napkin; the black bear partially hides the background print.",IS1/co4/IS_I_C04_D14.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculpture with segmented facets (counted as one object despite internal structure);One bare birch tree with visible trunk and branches;A stone wall/rock pile covered partially in snow (treated as one aggregated object due to cohesion);A multi-section building facade with windows, horizontal siding, and roofline (treated as one architectural mass, though composed of parts);Snow-covered ground with undulations but no distinct discrete objects beyond the above",low,"Objects are spatially well-separated: people stand in open snow, sculpture is elevated and isolated, tree is left of center, rock pile is left background, building forms a continuous backdrop;No occlusion between major objects; each has clear visual boundaries and surrounding negative space;No overlapping elements at the perceptual level—e.g., the sculpture does not intersect with people or building in the image plane;Visual grouping is straightforward: foreground (people), midground (sculpture, tree, rocks), background (building)",IS1/co5/IS_I_C05_D02.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculpture (geometric, faceted, snow-covered);One birch tree with visible trunk and sparse branches;A stacked woodpile (visually grouped as one object despite internal parts);A building facade with multiple windows and structural elements (treated as one architectural unit, but windows and roofline add distinct visual parts);Snow mounds and ground surface (treated as background texture, not counted as separate objects)",low,Foreground figures are well-separated spatially and stand out against snow;The spherical sculpture is isolated on its pedestal and does not overlap with other major objects;The birch tree stands apart from the woodpile and building;Large areas of unoccupied snow provide visual breathing space between objects;No significant occlusion or interleaving among primary objects,IS1/co5/IS_I_C05_D04.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculptural object (geometric, segmented, snow-covered);One birch tree with visible trunk and sparse branches;A rock pile covered partially in snow (visually cohesive unit);A building facade with multiple windows (treated as a single structural element due to continuous surface and framing);Snow-covered ground forming a continuous base layer",low,"All major objects are spatially separated: people stand apart from sculpture, tree, and rock pile;No occlusion between primary elements; each object has clear visual boundaries;Ample snow-covered negative space between objects reduces spatial density;The sculpture, though complex in geometry, is a single unified form and does not interleave with other objects;Windows reflect sky/trees but do not create perceptual overlap with foreground elements",IS1/co5/IS_I_C05_D05.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculpture (geometric, faceted, snow-covered);One birch tree with visible trunk and sparse branches;A stacked rock formation partially covered in snow;A building with multiple windows and wooden panels (treated as one structural object despite subdivisions);Snow mounds and ground cover treated as background texture, not separate objects",low,"Foreground figures are well-separated spatially with clear gaps between them and other elements;The sculpture stands on a pole, elevated and isolated from surrounding objects;The birch tree is positioned to the left, distinct from the rock pile and building;No significant occlusion between major objects; each retains visual integrity;Large areas of unoccupied snow provide negative space that aids separation",IS1/co5/IS_I_C05_D06.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculptural object (geometric, segmented, snow-covered);One birch tree with visible trunk and sparse branches;A pile of snow-covered rocks to the left;A modern building with multiple window units and visible structural elements (e.g., roofline, eaves, shutters);Several distinct architectural features: windows, wooden siding panels, snow on roof edges",low,"Large areas of unoccupied snow in foreground and midground provide visual separation;The two people stand apart with clear space between them and surrounding objects;The sculpture is isolated in upper-right and does not overlap with other major elements;The birch tree is spatially separated from the rock pile and building;No significant occlusion among major objects; each retains clear silhouette and boundary;Background building elements are arranged in a regular, non-interleaved pattern with visible gaps (e.g., between windows)",IS1/co5/IS_I_C05_D07.jpg
medium,"Two clearly distinguishable people in the foreground;One large sculptural object (geometric snow-covered sphere) behind the right person;One birch tree on the left with visible trunk and branches;A stone pile covered partially in snow to the left;A building facade with multiple windows and structural elements (e.g., horizontal siding, roofline);Snow mounds forming distinct ground forms",low,"Objects are well-separated spatially: people stand apart from each other and from the sculpture, tree, and stone pile;Minimal occlusion: no major overlapping between primary objects; each retains clear silhouette;Large areas of unoccupied snow provide visual breathing space between elements;The building forms a continuous background plane without fragmented intrusion into foreground;No dense interweaving of shapes or competing focal points that impede rapid grouping",IS1/co5/IS_I_C05_D10.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculptural object (geometric, snow-covered);One birch tree with visible trunk and sparse branches;A stone wall or rock pile partially covered in snow;A building with multiple windows and distinct architectural sections (roofline, wood cladding, glass panels);Snowdrifts forming several distinct mounds on ground",low,"Foreground figures are well-separated from each other and from background elements;The sculptural sphere is isolated in upper right, not overlapping with other major objects;Birch tree stands alone on left, with clear negative space around its trunk;Stone wall is spatially distinct and does not interleave with other objects;Building forms a coherent backdrop without fragmented occlusion; windows reflect but do not create visual fragmentation;Snow on ground forms smooth, continuous surfaces with minimal fine texture interference",IS1/co5/IS_I_C05_D09.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculptural object (geometric, segmented, snow-covered);One birch tree with visible trunk and sparse branches;A stacked stone wall (visually cohesive but composed of many individual rocks; counted as one object due to strong grouping and continuity);A building facade with multiple windows (treated as one structural object despite multiple panes, as they form a unified architectural surface);Snow mounds and ground cover treated as background texture, not separate objects",low,"All major objects are spatially separated: people stand apart from sculpture, tree, and building;No occlusion between primary objects — each has clear silhouette and surrounding negative space;The sculpture is elevated on a pole, avoiding contact with snow or people;Foreground snow forms smooth, undifferentiated planes that do not interfere with object separation;Visual attention can be directed sequentially (e.g., person → sculpture → tree) without competition",IS1/co5/IS_I_C05_D08.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculptural object (snow-covered, segmented);One birch tree with visible trunk and sparse branches;A stacked stone pile covered partially in snow;A modern building with multiple windows and distinct architectural sections (e.g., dark cladding, wood paneling, overhangs);Snow mounds forming several distinct ground masses",low,"All major objects are spatially separated with clear gaps of snow or sky between them;No occlusion among the primary elements: people, sculpture, tree, stone pile, and building are all fully visible and non-overlapping;The background building is horizontally extended but its features (windows, panels) are aligned and not interleaved;The snow-covered ground forms smooth, undulating surfaces that do not fragment the scene into competing visual patches;The composition allows immediate parsing of individual entities without visual search effort",IS1/co5/IS_I_C05_D11.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculptural object (geometric, segmented, snow-covered);One birch tree with visible trunk and sparse branches;A rock pile partially covered in snow (visually cohesive unit);Multiple windows on building facade (grouped as architectural features, but individually discernible);Building structure itself (wooden walls, roofline, overhangs) forms several distinct planar elements",low,"Foreground figures are well-separated from each other and from background elements;Large sculpture is isolated in visual space, not overlapping with people or building;Significant snow-covered ground provides empty space between objects;No occlusion between major objects: people, sculpture, tree, and building are all fully visible and spatially distinct;Background architecture is horizontally extended but not densely packed; windows and panels form regular, separable patterns",IS1/co5/IS_I_C05_D12.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculpture with segmented panels (counted as one object despite internal structure);One birch tree with visible trunk and branches;A stone wall/rock pile with multiple distinct rocks (treated as a single aggregated object due to tight grouping and snow cover);A building facade with multiple windows and roof sections, but visually unified as one architectural mass;Snow-covered ground with undulations, but treated as background surface, not discrete objects",low,"Foreground figures are well-separated from each other and from background elements;Large sculpture is spatially isolated and does not overlap with people or building;Significant empty snow space between objects provides visual separation;No occlusion between major elements: people, sculpture, tree, and building remain fully visible and distinct;Spatial layout is sparse; no dense packing or interleaving of objects",IS1/co5/IS_I_C05_D13.jpg
medium,"Two clearly distinguishable people in foreground;One large spherical sculpture (geometric, segmented, snow-covered);One birch tree with visible trunk and branches;A rock pile covered partially in snow (visually cohesive unit);A building with multiple windows and wooden facade elements (treated as one structural object with sub-elements like window panes and siding, but not counted individually per definition);Snow mounds forming distinct ground contours",low,"Objects are spatially well-separated: people centered, sculpture to right, tree to left, rock pile left-midground, building forms a continuous backdrop;Minimal occlusion: no major overlapping between primary objects; each retains clear silhouette;Ample snow-covered ground provides negative space between elements;No dense interleaving or visual crowding; scene can be parsed at a glance into discrete components",IS1/co5/IS_I_C05_D14.jpg
medium,"Multiple bare trees (approximately 10–15 distinguishable trunks/branch clusters);At least three distinct building structures with different rooflines and facades;A few visible benches and lampposts in the midground;Snow-covered ground as a uniform foreground, not counted as an object",low,Large expanses of unoccupied snow in the foreground provide ample negative space;Trees are spaced apart with clear separation between trunks and branches;Buildings are spatially distinct with no occlusion between them;No overlapping elements or dense groupings; visual elements are easily separable at a glance,IS1/co6/IS_I_C06_D03.jpg
medium,"Several distinct buildings (at least 3 major structures with different forms);Multiple bare trees (≈8–12 clearly separable trunks and canopy outlines);A few lampposts and benches visible in the midground;A few small human figures (2–3 discernible dark shapes);Snow-covered ground as a single continuous surface, not counted as an object",low,Large expanse of open snow in the foreground creates significant negative space;Buildings are spatially separated with clear gaps between them;Trees stand individually with minimal overlap or occlusion;No dense layering or interleaving of elements; objects are easily segmented at a glance;Horizon line is unobstructed and provides clear visual separation between ground and sky,IS1/co6/IS_I_C06_D01.jpg
medium,"Several distinct bare trees (≈8–12 clearly separable trunks/branch clusters);Three main building structures visible (left low brick block, central angular glass/brick building, right multi-story brick building);A few small lampposts and benches in the midground;Snow-covered ground as a single uniform field (not counted as an object);No dense foliage or small scattered items; objects are discrete and sparse overall",low,"Large expanses of empty snow in foreground and between objects provide clear separation;Buildings and trees are spatially isolated with visible gaps; minimal occlusion;Vertical elements (trees, buildings) are well-separated horizontally and vertically;No overlapping or interleaved structures; scene can be parsed at a glance without visual competition",IS1/co6/IS_I_C06_D04.jpg
medium,"Multiple bare trees (approximately 10–15 distinct trunks/branch clusters) are visible across the midground.;Three main building structures are distinguishable: a prominent angular brick building with a sloped roof, a lower rectangular brick building to its left, and a multi-story brick building to the right.;A few lampposts and low horizontal elements (e.g., benches or railings) are scattered in the snow-covered foreground/midground.;The snowfield in the foreground is largely uniform and lacks discrete objects; it does not contribute to object count.",low,"Objects are well-separated by large expanses of unoccupied snow in the foreground and midground.;No significant occlusion or overlap between buildings and trees; each structure and tree cluster maintains clear visual boundaries.;Spatial density is low: vertical elements (trees, buildings) are spaced apart with ample negative space, enabling easy perceptual segmentation.;The scene presents a single dominant architectural form and a sparse tree line without competing focal regions that interfere with grouping.",IS1/co6/IS_I_C06_D02.jpg
medium,"Multiple bare trees (approximately 10–15 distinguishable trunks/branch clusters);Three main building structures with distinct geometric forms (left low brick block, central angular glass/brick structure, right multi-story brick building);Several lampposts (at least 4 visible);A few benches or low horizontal elements near the treeline;Snow-covered ground as a single continuous foreground plane (not counted as an object)",low,"Large expanses of unoccupied snow in the foreground provide strong separation between elements;Trees are spaced apart with clear gaps; no significant occlusion among them;Buildings are spatially separated and do not overlap visually;No dense interleaving of objects; each major element occupies its own region with ample negative space;Visual grouping is straightforward: foreground snow, midground trees/lampposts, background buildings",IS1/co6/IS_I_C06_D06.jpg
medium,"Several distinct buildings (at least 3 major structures with different forms);Multiple bare trees (approximately 10–15 visually separable trunks/branch clusters);A few lampposts and low horizontal elements (e.g., benches or railings) visible in midground;A few small human figures on the right side;No dense foliage or fine-textured background elements—most objects are coarse and separable",low,"Large expanse of snow in foreground provides significant empty space, separating midground and background elements;Buildings are spatially isolated with clear gaps between them;Trees are sparsely distributed and do not overlap significantly; their bare branches do not create dense visual entanglement;No occlusion between major objects: each building and tree group remains perceptually distinct;Visual grouping is straightforward—no competing focal points pulling attention simultaneously",IS1/co6/IS_I_C06_D05.jpg
medium,"Multiple bare trees (approximately 10–15 distinguishable trunks/branch clusters);Three main building structures with distinct geometric forms (left low block, central angular building, right multi-story block);Several lampposts and small ground-level elements (benches, snow mounds) visible in midground;Foreground is a uniform snow field with no discernible objects",low,Large areas of unoccupied snow in foreground provide substantial negative space;Buildings are spatially separated with clear gaps between them;Trees are sparsely distributed and do not overlap significantly; branches are thin and non-interleaved due to winter leaflessness;No occlusion between major objects—each building and tree group remains visually distinct and separable at a glance,IS1/co6/IS_I_C06_D07.jpg
medium,"Multiple bare trees (approximately 10–15 distinguishable trunks/branch clusters);Three main building structures with distinct geometric forms;Several lampposts and low horizontal elements (e.g., benches, railings);Snow-covered ground as a uniform foreground plane (not counted as an object);No small scattered objects or dense foliage; objects are discrete and separable",low,"Large expanses of unoccupied snow in the foreground provide strong visual separation;Trees are spaced apart with clear gaps between trunks and branches;Buildings are distinct volumes with clean edges and minimal occlusion among them;No overlapping objects or interleaved structures; spatial layout is open and sparse;Perceptual grouping is straightforward: foreground (snow), midground (trees/lampposts), background (buildings)",IS1/co6/IS_I_C06_D08.jpg
medium,"Multiple distinct bare trees (≈10–15 visible trunks/branch clusters);Three main building structures with clearly separable forms (left low block, central angular structure, right multi-story block);Several lampposts and benches scattered in mid-ground;Snow-covered ground as a single continuous surface (not counted as object);Cloud formations in sky are diffuse and not discrete objects",low,"Large expanses of unoccupied snow in foreground provide strong separation between mid- and background elements;Trees are spaced apart with clear gaps; no occlusion among them;Buildings are spatially separated and do not overlap visually;No overlapping or interleaving of objects—each element stands out against the snow or sky background;Visual grouping is straightforward: foreground snow, mid-ground trees/lampposts, background buildings",IS1/co6/IS_I_C06_D09.jpg
medium,"Multiple bare trees (approximately 10–15 distinguishable trunks/branch clusters);At least three distinct building structures with different geometries and rooflines;Several lampposts (visible as discrete vertical elements, ~4–5);A few small human figures near the right building (2–3 distinguishable silhouettes);Snow-covered ground and snow piles are continuous surfaces, not counted as separate objects",low,"Large expanses of unoccupied snow in the foreground provide significant negative space;Trees are spaced apart with clear separation between trunks and branches;Buildings are spatially isolated from each other and from trees, with visible gaps;No occlusion or overlapping between major objects; all key elements are fully visible and separable;Visual grouping is straightforward: foreground snow, midground trees/lampposts, background buildings",IS1/co6/IS_I_C06_D10.jpg
medium,"Multiple bare trees (approximately 10–15 distinguishable trunks/canopies);Three main building structures with distinct geometric forms;Several lampposts and benches visible in mid-ground;A few small human figures (2–3) discernible near the buildings;Snow-covered ground with faint footprints, but these are texture/trace, not separate objects",low,"Large expanse of open snow in foreground provides substantial negative space;Trees are spaced apart with clear gaps between them, no occlusion or overlap;Buildings are separated by distance and unobstructed sightlines;No overlapping elements; all major objects are fully visible and perceptually isolatable;Visual grouping is straightforward: foreground (snow), mid-ground (trees, lampposts, people), background (buildings)",IS1/co6/IS_I_C06_D11.jpg
medium,"Multiple bare trees (approximately 10–15 distinguishable trunks/branch clusters);Three main building structures visible (left low brick, central angular glass/brick, right multi-story brick);Several lampposts and benches scattered in midground;Snow-covered ground with faint footprints and subtle texture variations",low,Large expanse of uniform snow in foreground provides significant empty space;Buildings are spatially separated with clear gaps between them;Trees are spaced apart with minimal occlusion; branches do not densely interweave;No overlapping objects or visual crowding; elements are easily individuated at a glance,IS1/co6/IS_I_C06_D12.jpg
low,"Only one faintly discernible visual entity is present: a human figure (torso and arms), barely visible against near-total darkness.;No other distinct objects, parts, or separable visual elements can be reliably perceived; background is uniformly dark with no distinguishable features.",low,"The single perceived figure occupies a central region with large surrounding empty (dark) space, showing no spatial density or overlap.;There are no competing elements or occlusions; the scene lacks any interleaving or grouping ambiguity due to extreme sparsity of visible content.",IS2/co1/IS_II_C01_D01.jpg
medium,"Multiple bare trees (approximately 10–15 distinguishable trunks/branch clusters);At least three distinct building structures with different shapes and orientations;Several lampposts and benches visible in the midground;A few scattered footprints and small snow mounds in the foreground;A plume of smoke/vapor in the sky, forming one additional visual element",low,"Large expanse of uniform snow in the foreground creates significant empty space;Trees are spaced apart with clear gaps between them, no occlusion or overlap;Buildings are separated by open ground and trees; their forms do not interleave;No dense groupings or overlapping elements—each object stands out individually;Visual elements are distributed sparsely across the frame, allowing easy perceptual separation",IS1/co6/IS_I_C06_D13.jpg
medium,"Multiple bare trees (approximately 10–15 distinguishable trunks/branch clusters);At least three distinct building structures (central angular brick building, left low brick structure, right multi-story brick building);Several lampposts (at least 3 visible);Snow-covered ground as a continuous field (not counted as an object);Roofline details and windows form discrete visual elements but are subcomponents of larger structures",low,"Large expanse of unobstructed snow in the foreground creates significant negative space;Trees are spaced apart with clear separation between trunks and branches;Buildings are distinct and not overlapping; their silhouettes are cleanly separated against the sky;No occlusion between major objects—each building and tree group is visually isolatable;Horizontal layering (foreground snow, midground trees/buildings, background sky) supports easy perceptual segmentation",IS1/co6/IS_I_C06_D14.jpg
low,"A single person (head, torso, arms) is the dominant visual entity.;Two clear glasses on the table (one on left, one held in right hand).;One wristwatch on the left wrist.;The table surface and background are uniform black with no discernible texture or objects.;No other visually separable items (e.g., napkins, utensils, decorations) are present.",low,"All objects are spatially well-separated: person centered, left glass isolated on left, right glass held in hand with clear negative space around it.;No occlusion between objects: the glasses do not overlap the person’s body or each other; the watch is fully visible on the wrist.;Large areas of empty black background provide strong separation between elements.;Only three foreground objects (person, two glasses, plus watch as a sub-element) are clearly delineated with minimal spatial competition.",IS2/co1/IS_II_C01_D02.jpg
